Flight Details,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,Class,Price,From,To
2024-08-01//PA006//Tokyo-London//Business Class//789.60000000000002,Yes,0,,2024-08-01,PA006,Business Class,789.6,Tokyo,London
2024-12-28//PA009//New York-Tokyo//Economy//2705,Yes,3,Dairy Free,2024-12-28,PA009,Economy,2705.0,New York,Tokyo
2024-08-06//PA012//Tokyo-Perth//Business Class//442.80000000000001,Yes,3,Nut Free,2024-08-06,PA012,Business Class,442.8,Tokyo,Perth
2024-11-17//PA012//Tokyo-Perth//Premium Economy//1585,Yes,1,Vegetarian,2024-11-17,PA012,Premium Economy,1585.0,Tokyo,Perth
2024-08-17//PA003//London-Perth//Business Class//532.79999999999995,Yes,2,Nut Free,2024-08-17,PA003,Business Class,532.8,London,Perth
2024-09-22//PA011//Perth-Tokyo//Economy//2035,Yes,0,Vegetarian,2024-09-22,PA011,Economy,2035.0,Perth,Tokyo
2024-10-24//PA003//London-Perth//Premium Economy//1037.5,Yes,1,Nut Free,2024-10-24,PA003,Premium Economy,1037.5,London,Perth
2024-11-28//PA012//Tokyo-Perth//Business Class//588,Yes,2,Nut Free,2024-11-28,PA012,Business Class,588.0,Tokyo,Perth
2024-03-20//PA003//London-Perth//First Class//303,Yes,0,,2024-03-20,PA003,First Class,303.0,London,Perth
2024-08-13//PA004//Perth-London//Business Class//606,Yes,2,Dairy Free,2024-08-13,PA004,Business Class,606.0,Perth,London
2024-03-01//PA008//Perth-New York//First Class//471,Yes,2,Nut Free,2024-03-01,PA008,First Class,471.0,Perth,New York
2024-05-22//PA004//Perth-London//First Class//670,Yes,0,Dairy Free,2024-05-22,PA004,First Class,670.0,Perth,London
2024-02-29//PA008//Perth-New York//Business Class//387.59999999999997,Yes,2,Egg Free,2024-02-29,PA008,Business Class,387.6,Perth,New York
2024-05-28//PA010//Tokyo-New York//Premium Economy//720,Yes,1,,2024-05-28,PA010,Premium Economy,720.0,Tokyo,New York
2024-10-16//PA001//London-New York//Premium Economy//662.5,Yes,0,Egg Free,2024-10-16,PA001,Premium Economy,662.5,London,New York
2024-12-17//PA007//New York-Perth//Economy//1295,Yes,1,Vegan,2024-12-17,PA007,Economy,1295.0,New York,Perth
2024-07-26//PA009//New York-Tokyo//First Class//225,Yes,2,Vegan,2024-07-26,PA009,First Class,225.0,New York,Tokyo
2024-12-28//PA008//Perth-New York//Premium Economy//542.5,Yes,2,,2024-12-28,PA008,Premium Economy,542.5,Perth,New York
2024-09-20//PA005//London-Tokyo//Economy//2355,Yes,3,Egg Free,2024-09-20,PA005,Economy,2355.0,London,Tokyo
2024-10-02//PA006//Tokyo-London//Business Class//706.79999999999995,Yes,1,Vegan,2024-10-02,PA006,Business Class,706.8,Tokyo,London
2024-04-02//PA003//London-Perth//First Class//667,Yes,1,Vegan,2024-04-02,PA003,First Class,667.0,London,Perth
2024-02-09//PA010//Tokyo-New York//First Class//680,Yes,1,Egg Free,2024-02-09,PA010,First Class,680.0,Tokyo,New York
2024-09-03//PA009//New York-Tokyo//Business Class//369.59999999999997,Yes,2,Nut Free,2024-09-03,PA009,Business Class,369.6,New York,Tokyo
2024-08-31//PA011//Perth-Tokyo//First Class//284,Yes,3,Egg Free,2024-08-31,PA011,First Class,284.0,Perth,Tokyo
2024-01-21//PA001//London-New York//Business Class//552,Yes,3,Dairy Free,2024-01-21,PA001,Business Class,552.0,London,New York
2024-08-10//PA006//Tokyo-London//First Class//234,Yes,3,Egg Free,2024-08-10,PA006,First Class,234.0,Tokyo,London
2024-12-16//PA012//Tokyo-Perth//Premium Economy//552.5,Yes,2,Dairy Free,2024-12-16,PA012,Premium Economy,552.5,Tokyo,Perth
2024-04-04//PA002//New York-London//Business Class//304.80000000000001,Yes,0,Vegan,2024-04-04,PA002,Business Class,304.8,New York,London
2024-10-13//PA009//New York-Tokyo//First Class//410,Yes,0,Dairy Free,2024-10-13,PA009,First Class,410.0,New York,Tokyo
2024-11-21//PA005//London-Tokyo//Economy//1665,Yes,0,Nut Free,2024-11-21,PA005,Economy,1665.0,London,Tokyo
2024-06-23//PA001//London-New York//Premium Economy//582.5,Yes,3,Nut Free,2024-06-23,PA001,Premium Economy,582.5,London,New York
2024-09-06//PA011//Perth-Tokyo//Premium Economy//710,Yes,1,Vegetarian,2024-09-06,PA011,Premium Economy,710.0,Perth,Tokyo
2024-02-21//PA003//London-Perth//Business Class//436.80000000000001,Yes,0,Egg Free,2024-02-21,PA003,Business Class,436.8,London,Perth
2024-10-08//PA011//Perth-Tokyo//Premium Economy//1360,Yes,1,Dairy Free,2024-10-08,PA011,Premium Economy,1360.0,Perth,Tokyo
2024-11-11//PA008//Perth-New York//Premium Economy//1332.5,Yes,3,Nut Free,2024-11-11,PA008,Premium Economy,1332.5,Perth,New York
2024-11-21//PA012//Tokyo-Perth//First Class//555,Yes,0,Nut Free,2024-11-21,PA012,First Class,555.0,Tokyo,Perth
2024-06-08//PA009//New York-Tokyo//First Class//589,Yes,0,Vegan,2024-06-08,PA009,First Class,589.0,New York,Tokyo
2024-11-26//PA012//Tokyo-Perth//First Class//495,Yes,1,Dairy Free,2024-11-26,PA012,First Class,495.0,Tokyo,Perth
2024-05-26//PA002//New York-London//Economy//3405,Yes,3,Vegetarian,2024-05-26,PA002,Economy,3405.0,New York,London
2024-04-17//PA006//Tokyo-London//Business Class//550.79999999999995,Yes,2,Egg Free,2024-04-17,PA006,Business Class,550.8,Tokyo,London
2024-08-30//PA008//Perth-New York//Business Class//602.39999999999998,Yes,0,Nut Free,2024-08-30,PA008,Business Class,602.4,Perth,New York
2024-01-06//PA007//New York-Perth//Premium Economy//1192.5,Yes,3,Egg Free,2024-01-06,PA007,Premium Economy,1192.5,New York,Perth
2024-08-04//PA007//New York-Perth//Premium Economy//1235,Yes,1,Vegetarian,2024-08-04,PA007,Premium Economy,1235.0,New York,Perth
2024-05-28//PA006//Tokyo-London//First Class//507,Yes,2,,2024-05-28,PA006,First Class,507.0,Tokyo,London
2024-04-02//PA011//Perth-Tokyo//First Class//506,Yes,2,Dairy Free,2024-04-02,PA011,First Class,506.0,Perth,Tokyo
2024-11-09//PA001//London-New York//Economy//1370,Yes,2,Vegan,2024-11-09,PA001,Economy,1370.0,London,New York
2024-10-09//PA006//Tokyo-London//First Class//514,Yes,1,,2024-10-09,PA006,First Class,514.0,Tokyo,London
2024-12-18//PA010//Tokyo-New York//Business Class//362.39999999999998,Yes,3,Egg Free,2024-12-18,PA010,Business Class,362.4,Tokyo,New York
2024-12-31//PA001//London-New York//Premium Economy//615,Yes,0,Egg Free,2024-12-31,PA001,Premium Economy,615.0,London,New York
2024-08-21//PA010//Tokyo-New York//First Class//421,Yes,1,,2024-08-21,PA010,First Class,421.0,Tokyo,New York
2024-06-13//PA008//Perth-New York//First Class//632,Yes,1,Vegan,2024-06-13,PA008,First Class,632.0,Perth,New York
2024-12-04//PA005//London-Tokyo//First Class//256,Yes,0,Egg Free,2024-12-04,PA005,First Class,256.0,London,Tokyo
2024-11-03//PA012//Tokyo-Perth//Premium Economy//1087.5,Yes,0,Vegetarian,2024-11-03,PA012,Premium Economy,1087.5,Tokyo,Perth
2024-07-26//PA007//New York-Perth//Business Class//424.80000000000001,Yes,1,Egg Free,2024-07-26,PA007,Business Class,424.8,New York,Perth
2024-11-29//PA007//New York-Perth//Premium Economy//882.5,Yes,0,,2024-11-29,PA007,Premium Economy,882.5,New York,Perth
2024-04-15//PA006//Tokyo-London//Premium Economy//1355,Yes,3,,2024-04-15,PA006,Premium Economy,1355.0,Tokyo,London
2024-12-13//PA003//London-Perth//Business Class//364.80000000000001,Yes,0,Nut Free,2024-12-13,PA003,Business Class,364.8,London,Perth
2024-11-04//PA009//New York-Tokyo//Economy//2045,Yes,0,Dairy Free,2024-11-04,PA009,Economy,2045.0,New York,Tokyo
2024-08-20//PA009//New York-Tokyo//First Class//505,Yes,3,Vegan,2024-08-20,PA009,First Class,505.0,New York,Tokyo
2024-08-17//PA009//New York-Tokyo//Economy//2525,Yes,3,Nut Free,2024-08-17,PA009,Economy,2525.0,New York,Tokyo
2024-05-23//PA011//Perth-Tokyo//Business Class//697.19999999999993,Yes,2,Dairy Free,2024-05-23,PA011,Business Class,697.2,Perth,Tokyo
2024-08-25//PA003//London-Perth//Premium Economy//1207.5,Yes,0,Dairy Free,2024-08-25,PA003,Premium Economy,1207.5,London,Perth
2024-11-08//PA009//New York-Tokyo//Premium Economy//670,Yes,2,Vegetarian,2024-11-08,PA009,Premium Economy,670.0,New York,Tokyo
2024-01-27//PA011//Perth-Tokyo//Business Class//289.19999999999999,Yes,2,Dairy Free,2024-01-27,PA011,Business Class,289.2,Perth,Tokyo
2024-02-07//PA004//Perth-London//First Class//583,Yes,2,Egg Free,2024-02-07,PA004,First Class,583.0,Perth,London
2024-12-29//PA002//New York-London//Premium Economy//740,Yes,2,,2024-12-29,PA002,Premium Economy,740.0,New York,London
2024-09-25//PA012//Tokyo-Perth//First Class//485,Yes,0,Vegan,2024-09-25,PA012,First Class,485.0,Tokyo,Perth
2024-04-24//PA007//New York-Perth//First Class//673,Yes,3,Vegan,2024-04-24,PA007,First Class,673.0,New York,Perth
2024-12-05//PA008//Perth-New York//Business Class//734.39999999999998,Yes,2,Vegetarian,2024-12-05,PA008,Business Class,734.4,Perth,New York
2024-11-11//PA004//Perth-London//Economy//3405,Yes,2,Egg Free,2024-11-11,PA004,Economy,3405.0,Perth,London
2024-12-02//PA008//Perth-New York//First Class//288,Yes,0,Vegetarian,2024-12-02,PA008,First Class,288.0,Perth,New York
2024-07-14//PA005//London-Tokyo//Economy//2290,Yes,1,Egg Free,2024-07-14,PA005,Economy,2290.0,London,Tokyo
2024-01-10//PA002//New York-London//Economy//3305,Yes,0,,2024-01-10,PA002,Economy,3305.0,New York,London
2024-08-23//PA003//London-Perth//Economy//2455,Yes,1,Dairy Free,2024-08-23,PA003,Economy,2455.0,London,Perth
2024-02-22//PA009//New York-Tokyo//Premium Economy//507.5,Yes,1,Nut Free,2024-02-22,PA009,Premium Economy,507.5,New York,Tokyo
2024-05-28//PA007//New York-Perth//First Class//584,Yes,1,Dairy Free,2024-05-28,PA007,First Class,584.0,New York,Perth
2024-01-04//PA011//Perth-Tokyo//Business Class//692.39999999999998,Yes,1,Vegan,2024-01-04,PA011,Business Class,692.4,Perth,Tokyo
2024-04-02//PA004//Perth-London//First Class//280,Yes,2,Vegan,2024-04-02,PA004,First Class,280.0,Perth,London
2024-09-25//PA004//Perth-London//Business Class//321.59999999999997,Yes,3,,2024-09-25,PA004,Business Class,321.6,Perth,London
2024-07-30//PA001//London-New York//Premium Economy//560,Yes,1,Vegan,2024-07-30,PA001,Premium Economy,560.0,London,New York
2024-12-19//PA006//Tokyo-London//Business Class//529.19999999999993,Yes,3,Vegan,2024-12-19,PA006,Business Class,529.2,Tokyo,London
2024-10-11//PA005//London-Tokyo//First Class//633,Yes,0,,2024-10-11,PA005,First Class,633.0,London,Tokyo
2024-02-16//PA010//Tokyo-New York//Business Class//594,Yes,3,Vegan,2024-02-16,PA010,Business Class,594.0,Tokyo,New York
2024-06-15//PA009//New York-Tokyo//Business Class//453.59999999999997,Yes,1,Egg Free,2024-06-15,PA009,Business Class,453.6,New York,Tokyo
2024-10-20//PA003//London-Perth//Business Class//656.39999999999998,Yes,1,,2024-10-20,PA003,Business Class,656.4,London,Perth
2024-04-19//PA001//London-New York//Premium Economy//1287.5,Yes,0,Vegan,2024-04-19,PA001,Premium Economy,1287.5,London,New York
2024-10-07//PA010//Tokyo-New York//First Class//583,Yes,3,Dairy Free,2024-10-07,PA010,First Class,583.0,Tokyo,New York
2024-12-12//PA011//Perth-Tokyo//Economy//1165,Yes,3,Vegetarian,2024-12-12,PA011,Economy,1165.0,Perth,Tokyo
2024-12-09//PA007//New York-Perth//Premium Economy//1170,Yes,2,Egg Free,2024-12-09,PA007,Premium Economy,1170.0,New York,Perth
2024-04-13//PA009//New York-Tokyo//Economy//2110,Yes,3,Dairy Free,2024-04-13,PA009,Economy,2110.0,New York,Tokyo
2024-01-16//PA003//London-Perth//Premium Economy//867.5,Yes,1,Egg Free,2024-01-16,PA003,Premium Economy,867.5,London,Perth
2024-03-11//PA004//Perth-London//Business Class//804,Yes,2,Vegan,2024-03-11,PA004,Business Class,804.0,Perth,London
2024-06-13//PA009//New York-Tokyo//First Class//519,Yes,2,Nut Free,2024-06-13,PA009,First Class,519.0,New York,Tokyo
2024-10-24//PA012//Tokyo-Perth//Business Class//700.79999999999995,Yes,0,Vegetarian,2024-10-24,PA012,Business Class,700.8,Tokyo,Perth
2024-03-31//PA001//London-New York//Business Class//553.19999999999993,Yes,2,Nut Free,2024-03-31,PA001,Business Class,553.2,London,New York
2024-02-21//PA008//Perth-New York//Premium Economy//1505,Yes,2,Egg Free,2024-02-21,PA008,Premium Economy,1505.0,Perth,New York
2024-10-11//PA006//Tokyo-London//Business Class//704.39999999999998,Yes,2,Vegan,2024-10-11,PA006,Business Class,704.4,Tokyo,London
2024-09-18//PA002//New York-London//First Class//630,Yes,2,,2024-09-18,PA002,First Class,630.0,New York,London
2024-10-25//PA004//Perth-London//First Class//313,Yes,3,Egg Free,2024-10-25,PA004,First Class,313.0,Perth,London
2024-09-15//PA005//London-Tokyo//First Class//655,Yes,0,Dairy Free,2024-09-15,PA005,First Class,655.0,London,Tokyo
2024-04-19//PA002//New York-London//Business Class//423.59999999999997,Yes,1,Nut Free,2024-04-19,PA002,Business Class,423.6,New York,London
2024-04-03//PA009//New York-Tokyo//Economy//3340,Yes,3,Egg Free,2024-04-03,PA009,Economy,3340.0,New York,Tokyo
2024-06-02//PA007//New York-Perth//Business Class//408,Yes,2,Vegetarian,2024-06-02,PA007,Business Class,408.0,New York,Perth
2024-06-10//PA010//Tokyo-New York//Premium Economy//1317.5,Yes,3,Nut Free,2024-06-10,PA010,Premium Economy,1317.5,Tokyo,New York
2024-01-08//PA012//Tokyo-Perth//Economy//3120,Yes,2,Vegetarian,2024-01-08,PA012,Economy,3120.0,Tokyo,Perth
2024-09-25//PA003//London-Perth//Premium Economy//572.5,Yes,0,Egg Free,2024-09-25,PA003,Premium Economy,572.5,London,Perth
2024-09-30//PA006//Tokyo-London//Premium Economy//1435,Yes,1,Vegan,2024-09-30,PA006,Premium Economy,1435.0,Tokyo,London
2024-09-16//PA005//London-Tokyo//First Class//233,Yes,3,Nut Free,2024-09-16,PA005,First Class,233.0,London,Tokyo
2024-07-29//PA008//Perth-New York//Business Class//520.79999999999995,Yes,2,Vegetarian,2024-07-29,PA008,Business Class,520.8,Perth,New York
2024-05-14//PA005//London-Tokyo//First Class//239,Yes,2,Dairy Free,2024-05-14,PA005,First Class,239.0,London,Tokyo
2024-11-18//PA007//New York-Perth//Premium Economy//600,Yes,1,Vegetarian,2024-11-18,PA007,Premium Economy,600.0,New York,Perth
2024-05-27//PA009//New York-Tokyo//Economy//1520,Yes,2,Egg Free,2024-05-27,PA009,Economy,1520.0,New York,Tokyo
2024-07-15//PA008//Perth-New York//Business Class//316.80000000000001,Yes,0,Nut Free,2024-07-15,PA008,Business Class,316.8,Perth,New York
2024-11-16//PA009//New York-Tokyo//Economy//2290,Yes,2,Vegetarian,2024-11-16,PA009,Economy,2290.0,New York,Tokyo
2024-01-11//PA012//Tokyo-Perth//First Class//269,Yes,1,Nut Free,2024-01-11,PA012,First Class,269.0,Tokyo,Perth
2024-02-12//PA011//Perth-Tokyo//Business Class//504,Yes,2,,2024-02-12,PA011,Business Class,504.0,Perth,Tokyo
2024-02-24//PA008//Perth-New York//Economy//1500,Yes,1,Vegan,2024-02-24,PA008,Economy,1500.0,Perth,New York
2024-01-28//PA011//Perth-Tokyo//Business Class//512.39999999999998,Yes,1,Nut Free,2024-01-28,PA011,Business Class,512.4,Perth,Tokyo
2024-02-08//PA009//New York-Tokyo//Premium Economy//585,Yes,2,Vegetarian,2024-02-08,PA009,Premium Economy,585.0,New York,Tokyo
2024-07-19//PA008//Perth-New York//Business Class//463.19999999999999,Yes,2,Nut Free,2024-07-19,PA008,Business Class,463.2,Perth,New York
2024-08-20//PA006//Tokyo-London//Premium Economy//1325,Yes,1,Dairy Free,2024-08-20,PA006,Premium Economy,1325.0,Tokyo,London
2024-11-19//PA007//New York-Perth//Premium Economy//1372.5,Yes,2,,2024-11-19,PA007,Premium Economy,1372.5,New York,Perth
2024-03-22//PA005//London-Tokyo//First Class//340,Yes,1,Nut Free,2024-03-22,PA005,First Class,340.0,London,Tokyo
2024-02-14//PA004//Perth-London//Business Class//678,Yes,0,Nut Free,2024-02-14,PA004,Business Class,678.0,Perth,London
2024-10-20//PA004//Perth-London//First Class//616,Yes,3,Egg Free,2024-10-20,PA004,First Class,616.0,Perth,London
2024-12-08//PA002//New York-London//First Class//333,Yes,3,,2024-12-08,PA002,First Class,333.0,New York,London
2024-04-17//PA009//New York-Tokyo//Premium Economy//1000,Yes,0,,2024-04-17,PA009,Premium Economy,1000.0,New York,Tokyo
2024-02-04//PA001//London-New York//Premium Economy//537.5,Yes,2,,2024-02-04,PA001,Premium Economy,537.5,London,New York
2024-01-29//PA010//Tokyo-New York//First Class//413,Yes,2,Nut Free,2024-01-29,PA010,First Class,413.0,Tokyo,New York
2024-04-27//PA003//London-Perth//Premium Economy//965,Yes,3,Dairy Free,2024-04-27,PA003,Premium Economy,965.0,London,Perth
2024-05-09//PA010//Tokyo-New York//Premium Economy//1725,Yes,0,Vegetarian,2024-05-09,PA010,Premium Economy,1725.0,Tokyo,New York
2024-12-23//PA002//New York-London//Premium Economy//1475,Yes,0,,2024-12-23,PA002,Premium Economy,1475.0,New York,London
2024-04-15//PA004//Perth-London//Premium Economy//1582.5,Yes,0,Vegetarian,2024-04-15,PA004,Premium Economy,1582.5,Perth,London
2024-12-23//PA004//Perth-London//Business Class//399.59999999999997,Yes,2,Nut Free,2024-12-23,PA004,Business Class,399.6,Perth,London
2024-08-27//PA012//Tokyo-Perth//Premium Economy//1312.5,Yes,2,Nut Free,2024-08-27,PA012,Premium Economy,1312.5,Tokyo,Perth
2024-11-02//PA005//London-Tokyo//Economy//1170,Yes,3,Dairy Free,2024-11-02,PA005,Economy,1170.0,London,Tokyo
2024-07-21//PA007//New York-Perth//Business Class//746.39999999999998,Yes,3,Egg Free,2024-07-21,PA007,Business Class,746.4,New York,Perth
2024-08-15//PA009//New York-Tokyo//Business Class//608.39999999999998,Yes,2,Dairy Free,2024-08-15,PA009,Business Class,608.4,New York,Tokyo
2024-11-11//PA009//New York-Tokyo//First Class//456,Yes,3,Nut Free,2024-11-11,PA009,First Class,456.0,New York,Tokyo
2024-04-26//PA012//Tokyo-Perth//Premium Economy//1735,Yes,1,Egg Free,2024-04-26,PA012,Premium Economy,1735.0,Tokyo,Perth
2024-04-26//PA002//New York-London//Business Class//338.39999999999998,Yes,3,Nut Free,2024-04-26,PA002,Business Class,338.4,New York,London
2024-05-19//PA005//London-Tokyo//First Class//341,Yes,3,Egg Free,2024-05-19,PA005,First Class,341.0,London,Tokyo
2024-07-04//PA008//Perth-New York//Business Class//622.79999999999995,Yes,2,,2024-07-04,PA008,Business Class,622.8,Perth,New York
2024-03-11//PA005//London-Tokyo//Business Class//708,Yes,0,Egg Free,2024-03-11,PA005,Business Class,708.0,London,Tokyo
2024-02-15//PA005//London-Tokyo//Business Class//309.59999999999997,Yes,2,Egg Free,2024-02-15,PA005,Business Class,309.6,London,Tokyo
2024-04-18//PA007//New York-Perth//Premium Economy//1282.5,Yes,0,Vegetarian,2024-04-18,PA007,Premium Economy,1282.5,New York,Perth
2024-10-27//PA010//Tokyo-New York//First Class//695,Yes,2,Egg Free,2024-10-27,PA010,First Class,695.0,Tokyo,New York
2024-03-24//PA004//Perth-London//Economy//1810,Yes,2,,2024-03-24,PA004,Economy,1810.0,Perth,London
2024-01-30//PA007//New York-Perth//Economy//2815,Yes,2,Vegan,2024-01-30,PA007,Economy,2815.0,New York,Perth
2024-11-04//PA011//Perth-Tokyo//Premium Economy//1145,Yes,0,Nut Free,2024-11-04,PA011,Premium Economy,1145.0,Perth,Tokyo
2024-08-03//PA005//London-Tokyo//First Class//334,Yes,0,Egg Free,2024-08-03,PA005,First Class,334.0,London,Tokyo
2024-11-21//PA012//Tokyo-Perth//Economy//1265,Yes,0,Vegan,2024-11-21,PA012,Economy,1265.0,Tokyo,Perth
2024-11-12//PA009//New York-Tokyo//Premium Economy//652.5,Yes,3,Nut Free,2024-11-12,PA009,Premium Economy,652.5,New York,Tokyo
2024-02-28//PA003//London-Perth//First Class//415,Yes,0,Egg Free,2024-02-28,PA003,First Class,415.0,London,Perth
2024-06-02//PA003//London-Perth//Business Class//711.60000000000002,Yes,1,Dairy Free,2024-06-02,PA003,Business Class,711.6,London,Perth
2024-08-09//PA012//Tokyo-Perth//Economy//1270,Yes,2,Vegetarian,2024-08-09,PA012,Economy,1270.0,Tokyo,Perth
2024-03-16//PA007//New York-Perth//Economy//3010,Yes,1,Nut Free,2024-03-16,PA007,Economy,3010.0,New York,Perth
2024-06-04//PA005//London-Tokyo//Business Class//799.19999999999993,Yes,0,Dairy Free,2024-06-04,PA005,Business Class,799.2,London,Tokyo
2024-10-28//PA006//Tokyo-London//Economy//1055,Yes,2,Dairy Free,2024-10-28,PA006,Economy,1055.0,Tokyo,London
2024-12-09//PA007//New York-Perth//Premium Economy//1650,Yes,3,Vegetarian,2024-12-09,PA007,Premium Economy,1650.0,New York,Perth
2024-10-18//PA006//Tokyo-London//Premium Economy//1722.5,Yes,0,Vegetarian,2024-10-18,PA006,Premium Economy,1722.5,Tokyo,London
2024-04-27//PA006//Tokyo-London//Premium Economy//805,Yes,0,Vegan,2024-04-27,PA006,Premium Economy,805.0,Tokyo,London
2024-05-16//PA006//Tokyo-London//First Class//307,Yes,1,Dairy Free,2024-05-16,PA006,First Class,307.0,Tokyo,London
2024-04-24//PA006//Tokyo-London//Premium Economy//855,Yes,3,Vegetarian,2024-04-24,PA006,Premium Economy,855.0,Tokyo,London
